id,course,type,name,intro,introformat,duedate,cutoffdate,assessed,assesstimestart,assesstimefinish,scale,grade_forum,grade_forum_notify,maxbytes,maxattachments,forcesubscribe,trackingtype,rsstype,rssarticles,timemodified,warnafter,blockafter,blockperiod,completiondiscussions,completionreplies,completionposts,displaywordcount,lockdiscussionafter
2536,542,general,Geography and History,"<p dir=""ltr"" style=""text-align: left;""></p><div id=""CKtCYbS7DtyM9u8P_sG3GA__5""><div data-md=""32""><div id=""media_result_group"" data-hveid=""CBAQAQ""><div><div jsmodel=""vqHyhf"" data-count=""1"" data-hveid=""CBIQAA""><div><div jsmodel="""" jscontroller=""M0hWhd"" jsaction=""PdWSXe:h5M12e;rcuQ6b:npT2md"" jsdata=""X2sNs;_;BIHFpA""><div data-h=""130"" data-nr=""1""><div jsname=""dTDiAc"" data-attrid=""image"" data-docid=""j-73OHKfid2ClM"" data-lpage=""http://www.nationalgeographic.org/education/what-is-geography/"" data-ni=""1"" jsdata=""XZxcdf;j-73OHKfid2ClM;BIHFo8"" data-ved=""2ahUKEwi03_mxuILzAhVchv0HHf7gDQMQzkx6BAgREAA""><span>Geography is&nbsp;</span><strong>the study of places and the relationships between people and their environments</strong><span>. Geographers explore both the physical properties of Earth's surface and the human societies spread across it.&nbsp;Geography seeks to understand where things are found, why they are there, and how they develop and change over time. On the other hand, the historical record is inextricably linked to&nbsp;<strong>the geographic setting in which it developed</strong>."" ""History is concerned with understanding the temporal dimension of human experience (time and chronology). Geography is concerned with understanding the spatial dimension of human experience (space and place). This is where we see the intersection between the two.&nbsp;</span><br></div><div jsname=""dTDiAc"" data-attrid=""image"" data-docid=""j-73OHKfid2ClM"" data-lpage=""http://www.nationalgeographic.org/education/what-is-geography/"" data-ni=""1"" jsdata=""XZxcdf;j-73OHKfid2ClM;BIHFo8"" data-ved=""2ahUKEwi03_mxuILzAhVchv0HHf7gDQMQzkx6BAgREAA""><span><img src=""https://static1.squarespace.com/static/5873e278ff7c50d33ff5557c/t/590cf79c9de4bb0a2373ba92/1494022117084/History+%26+Geography"" alt=""Geography History And Geography | jade-hs.de"" width=""500"" height=""281""><br></span></div><div jsname=""dTDiAc"" data-attrid=""image"" data-docid=""j-73OHKfid2ClM"" data-lpage=""http://www.nationalgeographic.org/education/what-is-geography/"" data-ni=""1"" jsdata=""XZxcdf;j-73OHKfid2ClM;BIHFo8"" data-ved=""2ahUKEwi03_mxuILzAhVchv0HHf7gDQMQzkx6BAgREAA""><br></div></div></div></div></div></div></div></div></div><strong>Combining History and Geography&nbsp;</strong><p></p><p dir=""ltr"">The relationship between history and geography is especially close because they represent two fundamental dimensions of the same phenomenon. History views human experience from the perspective of time, geography from the perspective of space. These dimensions of time and space are locked in an interactive feedback loop in which one dimension constantly affects the other.<br></p><p dir=""ltr"">According to Broek (1941), there are three assumptions to be considered in establishing the link between Geography and History:&nbsp;</p><p dir=""ltr""></p><ul><li>It is impossible to understand the present without understanding geography.</li><li>It is impossible to understand the present without understanding the past.</li><li>It is impossible to understand the past without understanding geography.</li></ul>In other words, the rationale for history (studying the past to understand the present) requires knowing geography: today's geography and the geography of different places at different times in the past. Here are two examples of using the geographic perspective to understand history:&nbsp;<br><p></p><p dir=""ltr"">1. The Philippines has been colonized by three countries (Spain, US, and Japan) over the years. If you will look at the location of the Philippines on the map, it is obvious that it is surrounded by water. This geographical location of the Philippines is one reason why it was very easy for invaders to enter our territory with ease. Although it was never the plan of Ferdinand Magellan to discover the Philippines in his journey, the chance of discovering our land apparently became easier and more probable due to the Philippines' archipelagic features.&nbsp;</p><p dir=""ltr"">2. You may wonder why the Philippines is not a state of the US. Our geographical-proximal location is the reason why the US did not consider us a possible state. The Philippines is way too far from mainland US and travelling by boat or ship will take days during that time. Hawaii offered a different scenario to the US since proximity wise it is closer than the mainland and its location in the center of the Pacific serves as a perfect gateway to the US.&nbsp;</p><p dir=""ltr""><strong>Forum:&nbsp;</strong></p><p dir=""ltr"">Can you think of other relationship that exists between history and geography in the Philippine context? Provide events in the past to show the relationship between the two. Everybody is tasked to participate in the forum. You are encouraged to engage academic discussions with your peers to make this forum as interactive as possible.&nbsp;</p><p dir=""ltr""><strong>Reference/s:&nbsp;</strong></p><p dir=""ltr"">Jan O. M. Broek. (1941). The Relations between History and Geography.&nbsp;<i>Pacific Historical Review</i>,&nbsp;<i>10</i>(3), 321–325. https://doi.org/10.2307/3633927</p><br><br><p></p>",1,1663418280,1663418280,0,0,0,100,0,0,512000,9,0,1,0,0,1662551544,0,0,0,0,0,0,0,0
2537,60,general,Forum Participation Guidelines,"<p dir=""ltr"" style=""text-align: left;""></p><div>A&nbsp;<strong>forum&nbsp;</strong>is an asynchronous activity that you are required to accomplish for every lesson that we discuss. Our forum is an open space for you to be able to share to everyone your ideas and even opinions to others. After all, in our class, we learn from each other!&nbsp;</div><div><br></div><div>You may even post your own questions in the forum in order to invite your fellow learners to a more engaging interaction.&nbsp;&nbsp;<strong>The more interactive you are in the forum, the more chances that you have to receive high points in recitation.&nbsp;</strong></div><div><br></div><div><p>I expect that you will all be respectful of each other, but I ask you to review the following bulleted rules of engagement:&nbsp;</p><ul><li><p>Contributions in the group discussion will support the creation of an inclusive learning community;</p></li><li><p>Respect different viewpoints and experiences;</p></li><li><p>Be mindful of the impact the views and experiences you share may have on other learners</p></li></ul></div><br><br><p></p>",1,0,0,0,0,0,100,0,0,512000,9,0,1,0,0,1662551790,0,0,0,0,0,0,0,0
2538,368,general,Forum 1: Is mathematics discovered or invented?,"<p dir=""ltr"" style=""text-align: left;""></p><p dir=""ltr"">What's your thought about this?</p><p dir=""ltr"">Is mathematics discovered or invented? (Give a brief explanation).</p><br><p></p>",1,0,0,0,0,0,100,0,0,512000,9,0,1,0,0,1662560562,0,0,0,0,0,0,0,0
2539,1688,general,Sept 8 2022 sharing of thoughts,"<p dir=""ltr"" style=""text-align: left;"">share your reflections from the readings/narratives in not less than 150 words by answering the question:</p><p dir=""ltr"" style=""text-align: left;"">Can Society exist without Culture?&nbsp;</p><p dir=""ltr"" style=""text-align: left;""><br></p>",1,1662560280,0,0,0,0,100,0,0,512000,9,0,1,0,0,1662560939,0,0,0,0,0,0,0,0
2540,1808,general,Sept 8 2022 sharing thoughts,"<p dir=""ltr"" style=""text-align: left;"">share your reflections from the readings/narratives in not less than 150 words by answering the question:</p><p dir=""ltr"" style=""text-align: left;"">Can Society exist without Culture?&nbsp;</p><p dir=""ltr"" style=""text-align: left;""><br></p>",1,1662815580,0,0,0,0,100,0,0,512000,9,0,1,0,0,1664168490,0,0,0,0,0,0,0,0
2541,149,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660196296,0,0,0,0,0,0,0,0
2542,149,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660196296,0,0,0,0,0,0,0,0
2543,440,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660196515,0,0,0,0,0,0,0,0
2544,440,general,Forum 1: Is mathematics discovered or invented?,"<p dir=""ltr"" style=""text-align: left;""></p><p dir=""ltr"">What's your thought about this?</p><p dir=""ltr"">Is mathematics discovered or invented? (Give a brief explanation).</p><br><p></p>",1,0,0,0,0,0,100,0,0,512000,9,0,1,0,0,1662560562,0,0,0,0,0,0,0,0
2545,1449,general,Data Manager Vs Data Analyst,"<p dir=""ltr"" style=""text-align: left;"">What is the difference between data manager and data analyst? In your opinion who has the biggest responsibility to the data analytics team, the data manager or the data analyst?</p>",1,0,0,0,0,0,100,0,0,512000,9,0,1,0,0,1662596915,0,0,0,0,0,0,0,0
2546,369,general,Data Security,"<p dir=""ltr"" style=""text-align: left;"">Why&nbsp; is data security is important in business?&nbsp;</p>",1,0,0,0,0,0,100,0,0,512000,9,0,1,0,0,1662507936,0,0,0,0,0,0,0,0
2547,369,general,Data Security 2,"<p dir=""ltr"" style=""text-align: left;"">How data security can be assured in a database?</p>",1,0,0,0,0,0,100,0,0,512000,9,0,1,0,0,1662507921,0,0,0,0,0,0,0,0
2548,369,general,Data Manager Vs Data Analyst,"<p dir=""ltr"" style=""text-align: left;"">What is the difference between data manager and data analyst? In your opinion who has the biggest responsibility to the data analytics team, the data manager or the data analyst?</p>",1,0,0,0,0,0,100,0,0,512000,9,0,1,0,0,1662596889,0,0,0,0,0,0,0,0
2549,976,general,Discussion Board,"<p dir=""ltr"" style=""text-align: left;"">Please enter your questions here. I will be very happy to answer them.&nbsp;</p>",1,0,0,0,0,0,100,0,0,512000,9,0,1,0,0,1662332327,0,0,0,0,0,0,0,0
2551,374,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198500,0,0,0,0,0,0,0,0
2552,432,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198500,0,0,0,0,0,0,0,0
2553,1358,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1662600812,0,0,0,0,0,0,0,0
2554,1332,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1662600877,0,0,0,0,0,0,0,0
2555,551,general,Forum Participation,"<p dir=""ltr"" style=""text-align: left;""></p><div>A&nbsp;<strong>forum&nbsp;</strong>is an asynchronous activity that you are required to accomplish for every lesson that we discuss. Our forum is an open space for you to be able to share to everyone your ideas and even opinions to others. After all, in our class, we learn from each other!&nbsp;</div><div><br></div><div>You may even post your own questions in the forum in order to invite your fellow learners to a more engaging interaction.&nbsp;&nbsp;<strong>The more interactive you are in the forum, the more chances that you have to receive high points in recitation.&nbsp;</strong></div><div><br></div><div><p>I expect that you will all be respectful of each other, but I ask you to review the following bulleted rules of engagement:&nbsp;</p><ul><li><p>Contributions in the group discussion will support the creation of an inclusive learning community;</p></li><li><p>Respect different viewpoints and experiences;</p></li><li><p>Be mindful of the impact the views and experiences you share may have on other learners</p></li></ul></div><br><br><p></p>",1,0,0,0,0,0,100,0,0,512000,9,0,1,0,0,1661820639,0,0,0,0,0,0,0,0
2556,551,general,What is History?,"<p dir=""ltr"" style=""text-align: left;""></p><p dir=""ltr"">History is the knowledge of and study of the past. It is the story of the past and a form of collective memory. History is the story of who we are, where we come from, and can potentially reveal where we are headed.<br></p><p dir=""ltr"">What about you? What do you think whenever you encounter the word history? Share your thoughts in this forum. To make it more interactive, you are encouraged to reply to your peers' insights. Please observe politeness and respect at all times.&nbsp;</p><p dir=""ltr""><br></p><p dir=""ltr""><img src=""https://media.istockphoto.com/vectors/open-book-with-history-doodles-and-lettering-vector-id1092170968?k=6&amp;m=1092170968&amp;s=612x612&amp;w=0&amp;h=j_qReeZ6d-7T8fXChMTqHS3EAKc_WICk2XLLfwbonfQ="" alt=""29,041 History Book Illustrations &amp;amp; Clip Art - iStock""></p><br><br><p></p>",1,1663245000,1663245000,0,0,0,100,0,0,512000,9,0,1,0,0,1662602211,0,0,0,0,0,0,0,0
2557,551,general,Importance of History,"<p dir=""ltr"" style=""text-align: left;""></p><p dir=""ltr"">History is important to study because it is essential for all of us in understanding ourselves and the world around us. There is a history of every field and topic, from medicine, to music, to art. To know and understand history is absolutely necessary, even though the results of historical study are not as visible, and less immediate.<br></p><p dir=""ltr""></p><h2>Allows You To Comprehend More</h2><h3>1. Our World</h3><p>History gives us a very clear picture of how the various aspects of society — such as technology, governmental systems, and even society as a whole — worked in the past so we understand how it came to work the way it is now.</p><p>&nbsp;2. Society And Other People</p><p>Studying history allows us to observe and understand how people and societies behaved. For example, we are able to evaluate war, even when a nation is at peace, by looking back at previous events. History provides us with the data that is used to create laws, or theories about various aspects of society.</p><p>&nbsp;3. Identity</p><p>&nbsp;History can help provide us with a sense of identity. This is actually one of the main reasons that history is still taught in schools around the world. Historians have been able to learn about how countries, families, and groups were formed, and how they evolved and developed over time. When an individual takes it upon themselves to dive deep into their own family’s history, they can understand how their family interacted with larger historical change. Did family serve in major wars? Were they present for significant events?</p><p>&nbsp;4. Present-Day Issues</p><p>History helps us to understand present-day issues by asking deeper questions as to why things are the way they are. Why did wars in Europe in the 20th century matter to countries around the world? How did Hitler gain and maintain power for as long as he had? How has this had an effect on shaping our world and our global political system today?</p><p>&nbsp;5. The Process Of Change Over Time</p><p>&nbsp;If we want to truly understand why something happened — in any area or field, such as one political party winning the last election vs the other, or a major change in the number of smokers — you need to look for factors that took place earlier. Only through the study of history can people really see and grasp the reasons behind these changes, and only through history can we understand what elements of an institution or a society continue regardless of continual change.</p><p dir=""ltr""><img src=""https://www.uopeople.edu/wp-content/uploads/2020/07/yusuf-dundar-Dox_cgBLyfA-unsplash-1-scaled-e1593505630683.jpg"" alt=""Wander through ancient ruins""><br></p><h2>You Learn A Clear Lesson<br></h2><h3>1. Political Intelligence</h3><p>&nbsp;History can help us become better informed citizens. It shows us who we are as a collective group, and being informed of this is a key element in maintaining a democratic society. This knowledge helps people take an active role in the political forum through educated debates and by refining people’s core beliefs. Through knowledge of history, citizens can even change their old belief systems.</p><p>&nbsp;2. History Teaches Morals And Values</p><p>&nbsp;By looking at specific stories of individuals and situations, you can test your own morals and values. You can compare it to some real and difficult situations individuals have had to face in trying times. Looking to people who have faced and overcome adversity can be inspiring. You can study the great people of history who successfully worked through moral dilemmas, and also ordinary people who teach us lessons in courage, persistence and protest.</p><p>&nbsp;3. Builds Better Citizenship</p><p>&nbsp;The study of history is a non-negotiable aspect of better citizenship. This is one of the main reasons why it is taught as a part of school curricula. People that push for citizenship history (relationship between a citizen and the state) just want to promote a strong national identity and even national loyalty through the teaching of lessons of individual and collective success.</p><p>&nbsp;4. Learn From The Past And Notice Clear Warning Signs</p><p>&nbsp;We learn from past atrocities against groups of people; genocides, wars, and attacks. Through this collective suffering, we have learned to pay attention to the warning signs leading up to such atrocities. Society has been able to take these warning signs and fight against them when they see them in the present day. Knowing what events led up to these various wars helps us better influence our future.</p><p>&nbsp;5. Gaining A Career Through History</p><p>&nbsp;The skills that are acquired through learning about history, such as critical thinking, research, assessing information, etc., are all useful skills that are sought by employers. Many employers see these skills as being an asset in their employees and will hire those with history degrees in various roles and industries.</p><h3>6. Personal Growth And Appreciation</h3><p>&nbsp;Understanding past events and how they impact the world today can bring about empathy and understanding for groups of people whose history may be different from the mainstream. You will also understand the suffering, joy, and chaos that were necessary for the present day to happen and appreciate all that you are able to benefit from past efforts today.</p><img src=""https://www.uopeople.edu/wp-content/uploads/2020/07/giammarco-boscaro-zeH-ljawHtg-unsplash-1-scaled-e1593505658645.jpg"" alt=""Take a walk through any library to find countless books about history""><br><p></p><p dir=""ltr""></p><h2>Develop And Refine Your Skills Through Studying History</h2><h3>1. Reading And Writing</h3><p>&nbsp;You can refine your reading skills by reading texts from a wide array of time periods. Language has changed and evolved over time and so has the way people write and express themselves. You can also refine your writing skills through learning to not just repeat what someone else said, but to analyze information from multiple sources and come up with your own conclusions. It’s two birds with one stone — better writing and critical thinking!</p><p>&nbsp;2. Craft Your Own Opinions</p><p>&nbsp;There are so many sources of information out in the world. Finding a decisive truth for many topics just doesn’t exist. What was a victory for one group was a great loss for another — you get to create your own opinions of these events.</p><p>&nbsp;3. Decision-Making</p><p>&nbsp;History gives us the opportunity to learn from others’ past mistakes. It helps us understand the many reasons why people may behave the way they do. As a result, it helps us become more impartial as decision-makers.</p><p>&nbsp;4. How To Do Research</p><p>&nbsp;In the study of history you will need to conduct research. This gives you the opportunity to look at two kinds of sources — primary (written at the time) and secondary sources (written about a time period, after the fact). This practice can teach you how to decipher between reliable and unreliable sources.</p><p>&nbsp;5. Quantitative Analysis</p><p>&nbsp;There are numbers and data to be learned from history. In terms of patterns: patterns in population, desertions during times of war, and even in environmental factors. These patterns that are found help clarify why things happened as they did.</p><p>&nbsp;6. Qualitative Analysis</p><p>It’s incredibly important to learn to question the quality of the information and “history” you are learning. Keep these two questions in mind as you read through information: How do I know what I’m reading are facts and accurate information? Could they be the writer’s opinions?</p><p dir=""ltr""><img src=""https://www.uopeople.edu/wp-content/uploads/2020/07/matteo-maretto-9KkPloRgOUY-unsplash-1-scaled-e1593506113470.jpg"" alt=""Museum with sculptures""><br></p><p dir=""ltr"">What do you think are the other importance of history that was not mention in this discussion? Share your views in the forum below.&nbsp;</p><br><br><p></p>",1,1663245120,1663245120,0,0,0,100,0,0,512000,9,0,1,0,0,1662602241,0,0,0,0,0,0,0,0
2558,551,general,Geography and History,"<p dir=""ltr"" style=""text-align: left;""></p><div id=""CKtCYbS7DtyM9u8P_sG3GA__5""><div data-md=""32""><div id=""media_result_group"" data-hveid=""CBAQAQ""><div><div jsmodel=""vqHyhf"" data-count=""1"" data-hveid=""CBIQAA""><div><div jsmodel="""" jscontroller=""M0hWhd"" jsaction=""PdWSXe:h5M12e;rcuQ6b:npT2md"" jsdata=""X2sNs;_;BIHFpA""><div data-h=""130"" data-nr=""1""><div jsname=""dTDiAc"" data-attrid=""image"" data-docid=""j-73OHKfid2ClM"" data-lpage=""http://www.nationalgeographic.org/education/what-is-geography/"" data-ni=""1"" jsdata=""XZxcdf;j-73OHKfid2ClM;BIHFo8"" data-ved=""2ahUKEwi03_mxuILzAhVchv0HHf7gDQMQzkx6BAgREAA""><span>Geography is&nbsp;</span><strong>the study of places and the relationships between people and their environments</strong><span>. Geographers explore both the physical properties of Earth's surface and the human societies spread across it.&nbsp;Geography seeks to understand where things are found, why they are there, and how they develop and change over time. On the other hand, the historical record is inextricably linked to&nbsp;<strong>the geographic setting in which it developed</strong>."" ""History is concerned with understanding the temporal dimension of human experience (time and chronology). Geography is concerned with understanding the spatial dimension of human experience (space and place). This is where we see the intersection between the two.&nbsp;</span><br></div><div jsname=""dTDiAc"" data-attrid=""image"" data-docid=""j-73OHKfid2ClM"" data-lpage=""http://www.nationalgeographic.org/education/what-is-geography/"" data-ni=""1"" jsdata=""XZxcdf;j-73OHKfid2ClM;BIHFo8"" data-ved=""2ahUKEwi03_mxuILzAhVchv0HHf7gDQMQzkx6BAgREAA""><span><img src=""https://static1.squarespace.com/static/5873e278ff7c50d33ff5557c/t/590cf79c9de4bb0a2373ba92/1494022117084/History+%26+Geography"" alt=""Geography History And Geography | jade-hs.de"" width=""500"" height=""281""><br></span></div><div jsname=""dTDiAc"" data-attrid=""image"" data-docid=""j-73OHKfid2ClM"" data-lpage=""http://www.nationalgeographic.org/education/what-is-geography/"" data-ni=""1"" jsdata=""XZxcdf;j-73OHKfid2ClM;BIHFo8"" data-ved=""2ahUKEwi03_mxuILzAhVchv0HHf7gDQMQzkx6BAgREAA""><br></div></div></div></div></div></div></div></div></div><strong>Combining History and Geography&nbsp;</strong><p></p><p dir=""ltr"">The relationship between history and geography is especially close because they represent two fundamental dimensions of the same phenomenon. History views human experience from the perspective of time, geography from the perspective of space. These dimensions of time and space are locked in an interactive feedback loop in which one dimension constantly affects the other.<br></p><p dir=""ltr"">According to Broek (1941), there are three assumptions to be considered in establishing the link between Geography and History:&nbsp;</p><p dir=""ltr""></p><ul><li>It is impossible to understand the present without understanding geography.</li><li>It is impossible to understand the present without understanding the past.</li><li>It is impossible to understand the past without understanding geography.</li></ul>In other words, the rationale for history (studying the past to understand the present) requires knowing geography: today's geography and the geography of different places at different times in the past. Here are two examples of using the geographic perspective to understand history:&nbsp;<br><p></p><p dir=""ltr"">1. The Philippines has been colonized by three countries (Spain, US, and Japan) over the years. If you will look at the location of the Philippines on the map, it is obvious that it is surrounded by water. This geographical location of the Philippines is one reason why it was very easy for invaders to enter our territory with ease. Although it was never the plan of Ferdinand Magellan to discover the Philippines in his journey, the chance of discovering our land apparently became easier and more probable due to the Philippines' archipelagic features.&nbsp;</p><p dir=""ltr"">2. You may wonder why the Philippines is not a state of the US. Our geographical-proximal location is the reason why the US did not consider us a possible state. The Philippines is way too far from mainland US and travelling by boat or ship will take days during that time. Hawaii offered a different scenario to the US since proximity wise it is closer than the mainland and its location in the center of the Pacific serves as a perfect gateway to the US.&nbsp;</p><p dir=""ltr""><strong>Forum:&nbsp;</strong></p><p dir=""ltr"">Can you think of other relationship that exists between history and geography in the Philippine context? Provide events in the past to show the relationship between the two. Everybody is tasked to participate in the forum. You are encouraged to engage academic discussions with your peers to make this forum as interactive as possible.&nbsp;</p><p dir=""ltr""><strong>Reference/s:&nbsp;</strong></p><p dir=""ltr"">Jan O. M. Broek. (1941). The Relations between History and Geography.&nbsp;<i>Pacific Historical Review</i>,&nbsp;<i>10</i>(3), 321–325. https://doi.org/10.2307/3633927</p><br><br><p></p>",1,1663504680,1663504680,0,0,0,100,0,0,512000,9,0,1,0,0,1662602321,0,0,0,0,0,0,0,0
2559,1880,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1662604151,0,0,0,0,0,0,0,0
2560,1881,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1662604151,0,0,0,0,0,0,0,0
2561,1882,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1662604151,0,0,0,0,0,0,0,0
2562,1883,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1662604151,0,0,0,0,0,0,0,0
2563,1884,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1662604623,0,0,0,0,0,0,0,0
2564,1627,general,Important Announcements,"<p dir=""ltr"" style=""text-align: left;"">This is Mr. Grundy Q. Goden's important class announcements. Check this page regularly.&nbsp;</p>",1,0,0,0,0,0,100,0,0,512000,9,0,1,0,0,1597214413,0,0,0,0,0,0,0,0
2565,1627,general,My Activity for the Day,"<p dir=""ltr"" style=""text-align: left;"">Please check the date for the validity of the activiies.</p>",1,0,0,0,0,0,100,0,0,512000,9,0,1,0,0,1597215843,0,0,0,0,0,0,0,0
2566,1627,general,Important Announcements,"<p dir=""ltr"" style=""text-align: left;"">This is Mr. Grundy Q. Goden's important class announcements. Check this page regularly.&nbsp;</p>",1,0,0,0,0,0,100,0,0,512000,9,0,1,0,0,1597214413,0,0,0,0,0,0,0,0
2567,1627,general,My Activity for the Day,"<p dir=""ltr"" style=""text-align: left;"">Please check the date for the validity of the activiies.</p>",1,0,0,0,0,0,100,0,0,512000,9,0,1,0,0,1597215843,0,0,0,0,0,0,0,0
2568,742,general,Philippine Policies for Elderly Welfare,"<p dir=""ltr"" style=""text-align: left;"">Write anything on what you can say about the following policies and laws. Anyone must have an opinion, and you can also comment on others' feedback. Please keep all comments professional and academic.</p>",1,0,0,0,0,0,100,0,0,512000,9,0,1,0,0,1662614424,0,0,0,0,0,0,0,0
2569,483,general,ENDOCRINE SYSTEM FORUM,"<p dir=""ltr"" style=""text-align: left;""></p><p dir=""ltr""><img src=""https://img.freepik.com/free-vector/group-therapy-illustration_74855-5516.jpg?w=2000"" alt=""Discuss Vectors &amp; Illustrations for Free Download | Freepik"" width=""500"" height=""328"" role=""presentation""><br></p><p dir=""ltr"">Hi. If there's anything you're confused about, feel free to ask your questions here. If you know the answer to your classmate's question, you may answer them. I appreciate those who apply what they learned and use critical thinking and analysis. Don't be afraid to give wrong answers because that's how we learn. This is a free space for everyone to ask academic questions. I'd advise you to please not be judgmental of your classmates. Help each other. Happy studying!</p><br><br><p></p>",1,0,0,0,0,0,100,0,0,512000,9,0,1,0,0,1662615529,0,0,0,0,0,0,0,0
2570,483,general,SENSES FORUM,"<p dir=""ltr"" style=""text-align: left;""></p><p dir=""ltr""><img src=""https://img.freepik.com/free-vector/group-therapy-illustration_74855-5516.jpg?w=2000"" alt=""Discuss Vectors &amp; Illustrations for Free Download | Freepik"" width=""500"" height=""328"" role=""presentation""><br></p><p dir=""ltr"">Hi. If there's anything you're confused about, feel free to ask your questions here. If you know the answer to your classmate's question, you may answer them. I appreciate those who apply what they learned and use critical thinking and analysis. Don't be afraid to give wrong answers because that's how we learn. This is a free space for everyone to ask academic questions. I'd advise you to please not be judgmental of your classmates. Help each other. Happy studying!</p><br><br><p></p>",1,0,0,0,0,0,100,0,0,512000,9,0,1,0,0,1662615623,0,0,0,0,0,0,0,0
2571,543,general,SENSES FORUM,"<p dir=""ltr"" style=""text-align: left;""></p><p dir=""ltr""><img src=""https://img.freepik.com/free-vector/group-therapy-illustration_74855-5516.jpg?w=2000"" alt=""Discuss Vectors &amp; Illustrations for Free Download | Freepik"" width=""500"" height=""328"" role=""presentation""><br></p><p dir=""ltr"">Hi. If there's anything you're confused about, feel free to ask your questions here. If you know the answer to your classmate's question, you may answer them. I appreciate those who apply what they learned and use critical thinking and analysis. Don't be afraid to give wrong answers because that's how we learn. This is a free space for everyone to ask academic questions. I'd advise you to please not be judgmental of your classmates. Help each other. Happy studying!</p><br><br><p></p>",1,0,0,0,0,0,100,0,0,512000,9,0,1,0,0,1662615657,0,0,0,0,0,0,0,0
2572,543,general,ENDOCRINOLOGY FORUM,"<p dir=""ltr"" style=""text-align: left;""></p><p dir=""ltr""><img src=""https://img.freepik.com/free-vector/group-therapy-illustration_74855-5516.jpg?w=2000"" alt=""Discuss Vectors &amp; Illustrations for Free Download | Freepik"" width=""500"" height=""328"" role=""presentation""><br></p><p dir=""ltr"">Hi. If there's anything you're confused about, feel free to ask your questions here. If you know the answer to your classmate's question, you may answer them. I appreciate those who apply what they learned and use critical thinking and analysis. Don't be afraid to give wrong answers because that's how we learn. This is a free space for everyone to ask academic questions. I'd advise you to please not be judgmental of your classmates. Help each other. Happy studying!</p><br><br><p></p>",1,0,0,0,0,0,100,0,0,512000,9,0,1,0,0,1662615689,0,0,0,0,0,0,0,0
2573,1573,general,SENSES FORUM,"<p dir=""ltr"" style=""text-align: left;""></p><p dir=""ltr""><img src=""https://img.freepik.com/free-vector/group-therapy-illustration_74855-5516.jpg?w=2000"" alt=""Discuss Vectors &amp; Illustrations for Free Download | Freepik"" width=""500"" height=""328"" role=""presentation""><br></p><p dir=""ltr"">Hi. If there's anything you're confused about, feel free to ask your questions here. If you know the answer to your classmate's question, you may answer them. I appreciate those who apply what they learned and use critical thinking and analysis. Don't be afraid to give wrong answers because that's how we learn. This is a free space for everyone to ask academic questions. I'd advise you to please not be judgmental of your classmates. Help each other. Happy studying!</p><br><br><p></p>",1,0,0,0,0,0,100,0,0,512000,9,0,1,0,0,1662615745,0,0,0,0,0,0,0,0
2574,1573,general,ENDOCRINOLOGY FORUM,"<p dir=""ltr"" style=""text-align: left;""></p><p dir=""ltr""><img src=""https://img.freepik.com/free-vector/group-therapy-illustration_74855-5516.jpg?w=2000"" alt=""Discuss Vectors &amp; Illustrations for Free Download | Freepik"" width=""500"" height=""328"" role=""presentation""><br></p><p dir=""ltr"">Hi. If there's anything you're confused about, feel free to ask your questions here. If you know the answer to your classmate's question, you may answer them. I appreciate those who apply what they learned and use critical thinking and analysis. Don't be afraid to give wrong answers because that's how we learn. This is a free space for everyone to ask academic questions. I'd advise you to please not be judgmental of your classmates. Help each other. Happy studying!</p><br><br><p></p>",1,0,0,0,0,0,100,0,0,512000,9,0,1,0,0,1662615781,0,0,0,0,0,0,0,0
2575,1885,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1662617049,0,0,0,0,0,0,0,0
2576,1593,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1662617244,0,0,0,0,0,0,0,0
